カテゴリ,施設名,住所,緯度,経度,リンク
"幼稚園","水海道幼稚園","
〒303-0003 茨城県常総市水海道橋本町３３４６","36.0241754","139.9880999","https://www.google.com/maps/place/%E6%B0%B4%E6%B5%B7%E9%81%93%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018a05077ffb4a7:0x2e6666ae143804ca!8m2!3d36.0241754!4d139.9880999!16s%2Fg%2F1tgk0n70!19sChIJp7T_d1CgGGARygQ4FK5mZi4?authuser=0&hl=ja&rclk=1"
"幼稚園","下館幼稚園","
〒308-0021 茨城県筑西市甲３７５","36.313924","139.978521","https://www.google.com/maps/place/%E4%B8%8B%E9%A4%A8%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x601f55026372b41f:0x56dddc0efa4cbc95!8m2!3d36.313924!4d139.978521!16s%2Fg%2F1thvh0kx!19sChIJH7RyYwJVH2ARlbxM-g7c3VY?authuser=0&hl=ja&rclk=1"
"幼稚園","旭幼稚園","
〒319-1704 茨城県北茨城市大津町北町１丁目７−３","36.8473249","140.7800105","https://www.google.com/maps/place/%E6%97%AD%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602173977228c8b9:0x2753ed4c435ba709!8m2!3d36.8473249!4d140.7800105!16s%2Fg%2F1tr17p37!19sChIJucgocpdzIWARCadbQ0ztUyc?authuser=0&hl=ja&rclk=1"
"幼稚園","チューリップ幼稚園","
〒302-0004 茨城県取手市取手３丁目６−２７","35.8938289","140.066111","https://www.google.com/maps/place/%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%83%E3%83%97%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602277739349aea1:0xd096d783ba370c00!8m2!3d35.8938289!4d140.066111!16s%2Fg%2F1vxdyd2c!19sChIJoa5Jk3N3ImARAAw3uoPXltA?authuser=0&hl=ja&rclk=1"
"幼稚園","水戸幼稚園","
〒310-0034 茨城県水戸市緑町３丁目９−３６","36.383124","140.4438742","https://www.google.com/maps/place/%E6%B0%B4%E6%88%B8%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6022241175a08a51:0x60f62708ea6ebd4a!8m2!3d36.383124!4d140.4438742!16s%2Fg%2F1vxw8cgn!19sChIJUYqgdREkImARSr1u6ggn9mA?authuser=0&hl=ja&rclk=1"
"幼稚園","諸川めぐみ幼稚園","
〒306-0126 茨城県古河市諸川１３７０−１","36.20086","139.807404","https://www.google.com/maps/place/%E8%AB%B8%E5%B7%9D%E3%82%81%E3%81%90%E3%81%BF%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018b323ecca56a7:0xb10ff90cc387e98!8m2!3d36.20086!4d139.807404!16s%2Fg%2F1tl7nqyz!19sChIJp1bK7COzGGARmH44zJD_EAs?authuser=0&hl=ja&rclk=1"
"幼稚園","光風台幼稚園","
〒300-1536 茨城県取手市光風台１丁目２−１","35.9091771","140.0919524","https://www.google.com/maps/place/%E5%85%89%E9%A2%A8%E5%8F%B0%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6022773795811ae7:0x20d07bbc93a2ee95!8m2!3d35.9091771!4d140.0919524!16s%2Fg%2F1vpq6_k9!19sChIJ5xqBlTd3ImARle6ik7x70CA?authuser=0&hl=ja&rclk=1"
"幼稚園","勝田第一幼稚園","
〒312-0026 茨城県ひたちなか市勝田本町１３−２","36.3917477","140.5222558","https://www.google.com/maps/place/%E5%8B%9D%E7%94%B0%E7%AC%AC%E4%B8%80%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60222f7813169529:0xda22438e8d81f3e4!8m2!3d36.3917477!4d140.5222558!16s%2Fg%2F1tgb7ghx!19sChIJKZUWE3gvImAR5POBjY5DIto?authuser=0&hl=ja&rclk=1"
"幼稚園","愛恩幼稚園","
〒310-0021 茨城県水戸市南町３丁目４−４４ 学校法人 愛恩幼稚園","36.3780172","140.4680894","https://www.google.com/maps/place/%E6%84%9B%E6%81%A9%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6022244df451e2e9:0x379245712aaf3140!8m2!3d36.3780172!4d140.4680894!16s%2Fg%2F1tg9hnw2!19sChIJ6eJR9E0kImARQDGvKnFFkjc?authuser=0&hl=ja&rclk=1"
"幼稚園","いばらき幼稚園","
〒311-3132 茨城県東茨城郡茨城町駒場４９１−１","36.2795756","140.4287203","https://www.google.com/maps/place/%E3%81%84%E3%81%B0%E3%82%89%E3%81%8D%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60223c85a0cc85c3:0x76b21cf264d00584!8m2!3d36.2795756!4d140.4287203!16s%2Fg%2F1tznmgcg!19sChIJw4XMoIU8ImARhAXQZPIcsnY?authuser=0&hl=ja&rclk=1"
"幼稚園","古河文化幼稚園","
〒306-0011 茨城県古河市東４丁目５−１４","36.1963179","139.7182124","https://www.google.com/maps/place/%E5%8F%A4%E6%B2%B3%E6%96%87%E5%8C%96%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x601f4ac241a305c9:0xc6451d8a81ef9270!8m2!3d36.1963179!4d139.7182124!16s%2Fg%2F1td3rlg4!19sChIJyQWjQcJKH2ARcJLvgYodRcY?authuser=0&hl=ja&rclk=1"
"幼稚園","土浦日本大学高等学校附属幼稚園","
〒300-0832 茨城県土浦市桜ケ丘町１７−４５","36.0615384","140.1950413","https://www.google.com/maps/place/%E5%9C%9F%E6%B5%A6%E6%97%A5%E6%9C%AC%E5%A4%A7%E5%AD%A6%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E9%99%84%E5%B1%9E%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60226d431edaa5a9:0xe306485154abf8ec!8m2!3d36.0615384!4d140.1950413!16s%2Fg%2F120s70vb!19sChIJqaXaHkNtImAR7PirVFFIBuM?authuser=0&hl=ja&rclk=1"
"幼稚園","牛久幼稚園","
〒300-1232 茨城県牛久市上柏田３丁目８−３","35.9919549","140.161574","https://www.google.com/maps/place/%E7%89%9B%E4%B9%85%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602272203ef21bfd:0x557e723372485171!8m2!3d35.9919549!4d140.161574!16s%2Fg%2F1td13czk!19sChIJ_RvyPiByImARcVFIcjNyflU?authuser=0&hl=ja&rclk=1"
"幼稚園","総和文化幼稚園","
〒306-0204 茨城県古河市下大野２７５９","36.1802714","139.7562956","https://www.google.com/maps/place/%E7%B7%8F%E5%92%8C%E6%96%87%E5%8C%96%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018b4bec7756ea1:0x22453f8e37735f3f!8m2!3d36.1802714!4d139.7562956!16s%2Fg%2F1tggtjv5!19sChIJoW51x760GGARP19zN44_RSI?authuser=0&hl=ja&rclk=1"
"幼稚園","新学幼稚園","
〒300-0025 茨城県土浦市手野町４５２４","36.100228","140.237262","https://www.google.com/maps/place/%E6%96%B0%E5%AD%A6%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60221331a6d6e78d:0xf1dc8302fafb7bd1!8m2!3d36.100228!4d140.237262!16s%2Fg%2F1tdzlp0f!19sChIJjefWpjETImAR0Xv7-gKD3PE?authuser=0&hl=ja&rclk=1"
"幼稚園","成蹊幼稚園","
〒300-1253 茨城県つくば市天宝喜６６３","35.9843717","140.1305872","https://www.google.com/maps/place/%E6%88%90%E8%B9%8A%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602273da6a1e382d:0xc55f1aca19660c0f!8m2!3d35.9843717!4d140.1305872!16s%2Fg%2F1tdwf10x!19sChIJLTgeatpzImARDwxmGcoaX8U?authuser=0&hl=ja&rclk=1"
"幼稚園","茨城済生幼稚園","
〒319-2102 茨城県那珂市瓜連１０７２−１","36.5017885","140.4541674","https://www.google.com/maps/place/%E8%8C%A8%E5%9F%8E%E6%B8%88%E7%94%9F%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602189a2e1cae16f:0xc6f781aafc57bdd5!8m2!3d36.5017885!4d140.4541674!16s%2Fg%2F1tf02l4p!19sChIJb-HK4aKJIWAR1b1X_KqB98Y?authuser=0&hl=ja&rclk=1"
"幼稚園","認定こども園大成学園幼稚園","
〒311-0114 茨城県那珂市東木倉960番地の2","36.4236159","140.473194","https://www.google.com/maps/place/%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92%E5%A4%A7%E6%88%90%E5%AD%A6%E5%9C%92%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602226602f227b59:0x345aadd348a2795d!8m2!3d36.4236159!4d140.473194!16s%2Fg%2F1vd760cc!19sChIJWXsiL2AmImARXXmiSNOtWjQ?authuser=0&hl=ja&rclk=1"
"幼稚園","もみや幼稚園","
〒319-1235 茨城県日立市茂宮町１８８","36.508477","140.589277","https://www.google.com/maps/place/%E3%82%82%E3%81%BF%E3%82%84%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602229f32e297965:0xc1064278fb3b1a7!8m2!3d36.508477!4d140.589277!16s%2Fg%2F1thd6ss8!19sChIJZXkpLvMpImARp7GzjydkEAw?authuser=0&hl=ja&rclk=1"
"幼稚園","天川幼稚園","
〒300-0818 茨城県土浦市天川１丁目４−１９","36.0663171","140.176391","https://www.google.com/maps/place/%E5%A4%A9%E5%B7%9D%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602272ac39ff86b3:0x5b4e7254a2231b76!8m2!3d36.0663171!4d140.176391!16s%2Fg%2F1tvylwqv!19sChIJs4b_OaxyImARdhsjolRyTls?authuser=0&hl=ja&rclk=1"
"幼稚園","しらゆり幼稚園","
〒306-0112 茨城県古河市東山田２０１０−２","36.1562851","139.8250414","https://www.google.com/maps/place/%E3%81%97%E3%82%89%E3%82%86%E3%82%8A%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018b2257999eca5:0xabd4f73ad223a752!8m2!3d36.1562851!4d139.8250414!16s%2Fg%2F1tsjdnpw!19sChIJpeyZeSWyGGARUqcj0jr31Ks?authuser=0&hl=ja&rclk=1"
"幼稚園","守谷ひかり幼稚園","
〒302-0109 茨城県守谷市本町６０１７−４","35.9358362","140.0060739","https://www.google.com/maps/place/%E5%AE%88%E8%B0%B7%E3%81%B2%E3%81%8B%E3%82%8A%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60189e0f02f8702b:0x4a80300ebdb1ddbc!8m2!3d35.9358362!4d140.0060739!16s%2Fg%2F1tc_f8b8!19sChIJK3D4Ag-eGGARvN2xvQ4wgEo?authuser=0&hl=ja&rclk=1"
"幼稚園","ひいらぎ幼稚園","
〒306-0112 茨城県古河市東山田３","36.1695808","139.8081122","https://www.google.com/maps/place/%E3%81%B2%E3%81%84%E3%82%89%E3%81%8E%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018b3b1fbc6b48b:0xc4f18ea0ac233cc7!8m2!3d36.1695808!4d139.8081122!16s%2Fg%2F1tfd2dpv!19sChIJi7TG-7GzGGARxzwjrKCO8cQ?authuser=0&hl=ja&rclk=1"
"幼稚園","くくや台幼稚園","
〒306-0042 茨城県古河市三和１７６−５","36.1626156","139.7052569","https://www.google.com/maps/place/%E3%81%8F%E3%81%8F%E3%82%84%E5%8F%B0%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018b545b543ed7f:0x39d1695516ca7176!8m2!3d36.1626156!4d139.7052569!16s%2Fg%2F1tf5q76_!19sChIJf-1DtUW1GGARdnHKFlVp0Tk?authuser=0&hl=ja&rclk=1"
"幼稚園","つくば国際短期大学附属幼稚園","
〒300-0051 茨城県土浦市真鍋６丁目６−９","36.102518","140.199169","https://www.google.com/maps/place/%E3%81%A4%E3%81%8F%E3%81%B0%E5%9B%BD%E9%9A%9B%E7%9F%AD%E6%9C%9F%E5%A4%A7%E5%AD%A6%E9%99%84%E5%B1%9E%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60221293e4c66721:0x77e4fde8f486a738!8m2!3d36.102518!4d140.199169!16s%2Fg%2F1tgx6qhf!19sChIJIWfG5JMSImAROKeG9Oj95Hc?authuser=0&hl=ja&rclk=1"
"幼稚園","村松幼稚園","
〒319-1108 茨城県那珂郡東海村村松北１丁目４−１","36.467005","140.57864","https://www.google.com/maps/place/%E6%9D%91%E6%9D%BE%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60222941d41eefc7:0x4373a5dce12a563b!8m2!3d36.467005!4d140.57864!16s%2Fg%2F1w15zk5v!19sChIJx-8e1EEpImARO1Yq4dylc0M?authuser=0&hl=ja&rclk=1"
"幼稚園","茨城大学教育学部附属幼稚園","
〒310-0011 茨城県水戸市三の丸２丁目６−８ 茨城大教育学部附属","36.3746378","140.4793908","https://www.google.com/maps/place/%E8%8C%A8%E5%9F%8E%E5%A4%A7%E5%AD%A6%E6%95%99%E8%82%B2%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602225a9b6edacdb:0xc6c9f782b90611ea!8m2!3d36.3746378!4d140.4793908!16s%2Fg%2F121w1k6b!19sChIJ26zttqklImAR6hEGuYL3ycY?authuser=0&hl=ja&rclk=1"
"幼稚園","八千代中央幼稚園","
〒300-3572 茨城県結城郡八千代町菅谷１１３７−２","36.186001","139.891742","https://www.google.com/maps/place/%E5%85%AB%E5%8D%83%E4%BB%A3%E4%B8%AD%E5%A4%AE%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018adcdecfe784b:0x848120053c61f884!8m2!3d36.186001!4d139.891742!16s%2Fg%2F1vv2s7q2!19sChIJS3j-7M2tGGARhPhhPAUggYQ?authuser=0&hl=ja&rclk=1"
"幼稚園","五霞幼稚園","
〒306-0313 茨城県猿島郡五霞町元栗橋１５８９","36.108079","139.7380381","https://www.google.com/maps/place/%E4%BA%94%E9%9C%9E%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018b6843a10a0f1:0x47108ae1e217fedd!8m2!3d36.108079!4d139.7380381!16s%2Fg%2F1tdvzxdc!19sChIJ8aAQOoS2GGAR3f4X4uGKEEc?authuser=0&hl=ja&rclk=1"
"幼稚園","守谷ひばり幼稚園","
〒302-0118 茨城県守谷市立沢１４２−４","35.951168","139.970222","https://www.google.com/maps/place/%E5%AE%88%E8%B0%B7%E3%81%B2%E3%81%B0%E3%82%8A%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60189f027f7c75a3:0xfd95b74b0f6e41b6!8m2!3d35.951168!4d139.970222!16s%2Fg%2F1tksht74!19sChIJo3V8fwKfGGARtkFuD0u3lf0?authuser=0&hl=ja&rclk=1"
"幼稚園","フレーベル幼稚園","
〒306-0021 茨城県古河市松並２丁目３−１３","36.2066611","139.7106173","https://www.google.com/maps/place/%E3%83%95%E3%83%AC%E3%83%BC%E3%83%99%E3%83%AB%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x601f4a8cc3879a8d:0xb2f64e1864f35291!8m2!3d36.2066611!4d139.7106173!16s%2Fg%2F1tfvt12q!19sChIJjZqHw4xKH2ARkVLzZBhO9rI?authuser=0&hl=ja&rclk=1"
"幼稚園","勝田第二幼稚園","
〒312-0032 茨城県ひたちなか市津田１９２９","36.4120419","140.5069428","https://www.google.com/maps/place/%E5%8B%9D%E7%94%B0%E7%AC%AC%E4%BA%8C%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602225fa72eef3a5:0xa747de1e12aab703!8m2!3d36.4120419!4d140.5069428!16s%2Fg%2F1tg9st46!19sChIJpfPucvolImARA7eqEh7eR6c?authuser=0&hl=ja&rclk=1"
"幼稚園","みぎわ幼稚園","
〒319-1114 茨城県那珂郡東海村須和間１２９６−４ みぎわ","36.4515554","140.5572563","https://www.google.com/maps/place/%E3%81%BF%E3%81%8E%E3%82%8F%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60222927add4a4d3:0x39245614b90a7253!8m2!3d36.4515554!4d140.5572563!16s%2Fg%2F1tct8v3_!19sChIJ06TUrScpImARU3IKuRRWJDk?authuser=0&hl=ja&rclk=1"
"幼稚園","みのり幼稚園","
〒300-1245 茨城県つくば市高崎６４３−９","35.994387","140.118493","https://www.google.com/maps/place/%E3%81%BF%E3%81%AE%E3%82%8A%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60227394572c3b3f:0x3cd441349a581fc9!8m2!3d35.994387!4d140.118493!16s%2Fg%2F1vcjmc94!19sChIJPzssV5RzImARyR9YmjRB1Dw?authuser=0&hl=ja&rclk=1"
"幼稚園","認定こども園 北竜台ふたば文化","
〒301-0041 茨城県龍ケ崎市若柴町１５０７ 認定こども園 北竜台ふたば文化","35.9315717","140.1508589","https://www.google.com/maps/place/%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92+%E5%8C%97%E7%AB%9C%E5%8F%B0%E3%81%B5%E3%81%9F%E3%81%B0%E6%96%87%E5%8C%96/data=!4m7!3m6!1s0x6022705d66ce423b:0x1e3930937dc5b731!8m2!3d35.9315717!4d140.1508589!16s%2Fg%2F1td054xf!19sChIJO0LOZl1wImARMbfFfZMwOR4?authuser=0&hl=ja&rclk=1"
"幼稚園","学校法人斉藤学園 富士見幼稚園","
茨城県龍ケ崎市奈戸岡２−９８","35.9246109","140.1789159","https://www.google.com/maps/place/%E5%AD%A6%E6%A0%A1%E6%B3%95%E4%BA%BA%E6%96%89%E8%97%A4%E5%AD%A6%E5%9C%92+%E5%AF%8C%E5%A3%AB%E8%A6%8B%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60227000ba8612db:0x3d320797778466f0!8m2!3d35.9246109!4d140.1789159!16s%2Fg%2F1vq74zl3!19sChIJ2xKGugBwImAR8GaEd5cHMj0?authuser=0&hl=ja&rclk=1"
"幼稚園","行方市立玉造幼稚園","
〒311-3512 茨城県行方市玉造甲４１７５","36.1061268","140.4198443","https://www.google.com/maps/place/%E8%A1%8C%E6%96%B9%E5%B8%82%E7%AB%8B%E7%8E%89%E9%80%A0%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60224145fb9bbc61:0x2cc8bb606be8651b!8m2!3d36.1061268!4d140.4198443!16s%2Fg%2F1tg6vtbw!19sChIJYbyb-0VBImARG2Xoa2C7yCw?authuser=0&hl=ja&rclk=1"
"幼稚園","岩間第一幼稚園","
〒319-0203 茨城県笠間市吉岡１５６−２６","36.298352","140.29192","https://www.google.com/maps/place/%E5%B2%A9%E9%96%93%E7%AC%AC%E4%B8%80%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602219a74f1ad157:0xf96a23f155fa4068!8m2!3d36.298352!4d140.29192!16s%2Fg%2F1tdlhdf2!19sChIJV9EaT6cZImARaED6VfEjavk?authuser=0&hl=ja&rclk=1"
"幼稚園","認定こども園 せいじ園","
〒317-0065 茨城県日立市助川町１丁目１６−１","36.595057","140.649148","https://www.google.com/maps/place/%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92+%E3%81%9B%E3%81%84%E3%81%98%E5%9C%92/data=!4m7!3m6!1s0x602181b011fd05b3:0x63405c44c5085b12!8m2!3d36.595057!4d140.649148!16s%2Fg%2F1tfm1kmb!19sChIJswX9EbCBIWARElsIxURcQGM?authuser=0&hl=ja&rclk=1"
"幼稚園","フレンド幼稚園","
〒300-1211 茨城県牛久市柏田町３４８９−２","35.968899","140.161267","https://www.google.com/maps/place/%E3%83%95%E3%83%AC%E3%83%B3%E3%83%89%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602271bf1492f987:0x2b8328b307ed710!8m2!3d35.968899!4d140.161267!16s%2Fg%2F1tfsn2vy!19sChIJh_mSFL9xImARENd-MIsyuAI?authuser=0&hl=ja&rclk=1"
"幼稚園","ゆりかご幼稚園","
〒306-0016 茨城県古河市古河644ｰ5","36.1901457","139.7151349","https://www.google.com/maps/place/%E3%82%86%E3%82%8A%E3%81%8B%E3%81%94%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x601f4ac6edd1e1ef:0x8113c45b18f2dd74!8m2!3d36.1901457!4d139.7151349!16s%2Fg%2F1v2pq9fh!19sChIJ7-HR7cZKH2ARdN3yGFvEE4E?authuser=0&hl=ja&rclk=1"
"幼稚園","あおば台第二幼稚園","
〒305-0023 茨城県つくば市上ノ室３０５","36.0736383","140.141473","https://www.google.com/maps/place/%E3%81%82%E3%81%8A%E3%81%B0%E5%8F%B0%E7%AC%AC%E4%BA%8C%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60220cdff1e7f0c3:0xfa25741aed239aff!8m2!3d36.0736383!4d140.141473!16s%2Fg%2F1v2pq9vl!19sChIJw_Dn8d8MImAR_5oj7Rp0Jfo?authuser=0&hl=ja&rclk=1"
"幼稚園","八千代ひかり幼稚園","
〒300-3504 茨城県結城郡八千代町西大山628‐2","36.2040019","139.8590331","https://www.google.com/maps/place/%E5%85%AB%E5%8D%83%E4%BB%A3%E3%81%B2%E3%81%8B%E3%82%8A%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018ad7dd33d0949:0x22f7d20079879d5!8m2!3d36.2040019!4d139.8590331!16s%2Fg%2F1tlc828p!19sChIJSQk9032tGGAR1XmYByB9LwI?authuser=0&hl=ja&rclk=1"
"幼稚園","みどり幼稚園","
〒310-0836 茨城県水戸市元吉田町２６４９−２","36.352388","140.487157","https://www.google.com/maps/place/%E3%81%BF%E3%81%A9%E3%82%8A%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6022253be60c0207:0x5e615a349d75a023!8m2!3d36.352388!4d140.487157!16s%2Fg%2F1tdg7xkj!19sChIJBwIM5jslImARI6B1nTRaYV4?authuser=0&hl=ja&rclk=1"
"幼稚園","明成幼稚園","
〒312-0062 茨城県ひたちなか市高場１１３５","36.4209855","140.5391138","https://www.google.com/maps/place/%E6%98%8E%E6%88%90%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60222f3966abf51b:0xa96482a3193b6461!8m2!3d36.4209855!4d140.5391138!16s%2Fg%2F1tfp2kpp!19sChIJG_WrZjkvImARYWQ7GaOCZKk?authuser=0&hl=ja&rclk=1"
"幼稚園","ふたば文化幼稚園","
〒300-2445 茨城県つくばみらい市小絹１１３０","35.9772748","139.9713173","https://www.google.com/maps/place/%E3%81%B5%E3%81%9F%E3%81%B0%E6%96%87%E5%8C%96%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60189f70dd854111:0x203657187313ddbf!8m2!3d35.9772748!4d139.9713173!16s%2Fg%2F11cs4lc9y8!19sChIJEUGF3XCfGGARv90TcxhXNiA?authuser=0&hl=ja&rclk=1"
"幼稚園","つくば白帆幼稚園","
〒305-0034 茨城県つくば市小野崎４２７−１","36.0755216","140.1073979","https://www.google.com/maps/place/%E3%81%A4%E3%81%8F%E3%81%B0%E7%99%BD%E5%B8%86%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60220c86bdf55cf5:0x4fe75f09edbea56d!8m2!3d36.0755216!4d140.1073979!16s%2Fg%2F1tdm_m46!19sChIJ9Vz1vYYMImARbaW-7Qlf508?authuser=0&hl=ja&rclk=1"
"幼稚園","認定こども園西方いずみ幼稚園","
〒308-0843 茨城県筑西市野殿１３３６−１","36.2754334","139.9677763","https://www.google.com/maps/place/%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92%E8%A5%BF%E6%96%B9%E3%81%84%E3%81%9A%E3%81%BF%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018ab325826b12d:0xf473aa91f57319b6!8m2!3d36.2754334!4d139.9677763!16s%2Fg%2F1xg5spd2!19sChIJLbEmWDKrGGARthlz9ZGqc_Q?authuser=0&hl=ja&rclk=1"
"幼稚園","若草明徳幼稚園","
〒306-0501 茨城県坂東市逆井３５０３−１０","36.1412916","139.8419833","https://www.google.com/maps/place/%E8%8B%A5%E8%8D%89%E6%98%8E%E5%BE%B3%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6018b1e8e0aa5425:0x6aefb931654ae945!8m2!3d36.1412916!4d139.8419833!16s%2Fg%2F1td4pqbs!19sChIJJVSq4OixGGARRelKZTG572o?authuser=0&hl=ja&rclk=1"
"幼稚園","ひたち野牛久幼稚園","
〒300-1201 茨城県牛久市東猯穴町８２７−２","36.0181282","140.1447543","https://www.google.com/maps/place/%E3%81%B2%E3%81%9F%E3%81%A1%E9%87%8E%E7%89%9B%E4%B9%85%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6022725455951fcb:0x6637fdbeffcd8d4d!8m2!3d36.0181282!4d140.1447543!16s%2Fg%2F1tcwg2lf!19sChIJyx-VVVRyImARTY3N_779N2Y?authuser=0&hl=ja&rclk=1"
"幼稚園","佐野幼稚園","
〒312-0061 茨城県ひたちなか市稲田２５","36.4336177","140.5323575","https://www.google.com/maps/place/%E4%BD%90%E9%87%8E%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x602228b5baba958f:0x1bbae0d0b917425c!8m2!3d36.4336177!4d140.5323575!16s%2Fg%2F1vppsmt1!19sChIJj5W6urUoImARXEIXudDguhs?authuser=0&hl=ja&rclk=1"
"幼稚園","荒川沖幼稚園","
〒300-1159 茨城県稲敷郡阿見町荒川本郷１３６４−６","36.0250905","140.1737156","https://www.google.com/maps/place/%E8%8D%92%E5%B7%9D%E6%B2%96%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x6022727ad9bd226d:0xb3d061cd62b1cd6b!8m2!3d36.0250905!4d140.1737156!16s%2Fg%2F1wyc4fww!19sChIJbSK92XpyImARa82xYs1h0LM?authuser=0&hl=ja&rclk=1"
"幼稚園","リリー幼稚園","
〒311-4146 茨城県水戸市中丸町２０５２−１７","36.3859434","140.4095592","https://www.google.com/maps/place/%E3%83%AA%E3%83%AA%E3%83%BC%E5%B9%BC%E7%A8%9A%E5%9C%92/data=!4m7!3m6!1s0x60222160a33c2187:0xb6d079c433138694!8m2!3d36.3859434!4d140.4095592!16s%2Fg%2F1tf710z9!19sChIJhyE8o2AhImARlIYTM8R50LY?authuser=0&hl=ja&rclk=1"
"こども園","いばらき中央認定こども園","
〒311-3131 茨城県東茨城郡茨城町小堤９９０","36.2848581","140.4239324","https://www.google.com/maps/place/%E3%81%84%E3%81%B0%E3%82%89%E3%81%8D%E4%B8%AD%E5%A4%AE%E8%AA%8D%E5%AE%9A%E3%81%93%E3%81%A9%E3%82%82%E5%9C%92/data=!4m7!3m6!1s0x60223c84f6296545:0x124c7f58baebd303!8m2!3d36.2848581!4d140.4239324!16s%2Fg%2F11xh8p8jx!19sChIJRWUp9oQ8ImARA9Prulh_TBI?authuser=0&hl=ja&rclk=1"
